LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
340000,2,1,2,30,0,0,0,0,0,0,2943,3352,3738,1794,1339,10673,3375,3759,1803,1345,10726,869,0
240000,1,1,1,43,0,0,0,0,0,0,3645,9077,4234,7118,8187,8708,9088,4234,7118,8187,8708,9291,0
250000,1,1,1,53,1,0,0,0,0,0,0,4190,21500,0,10180,7680,4190,25690,0,10180,7680,0,1
230000,1,1,1,38,0,0,0,0,0,0,7904,860,-3,-3,-3,-3,864,0,0,0,0,0,0
180000,2,1,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,1,1,2,24,2,0,0,0,0,0,1188,1803,777,-3,-3,-3,1003,783,0,0,0,0,1
50000,2,2,2,23,2,0,0,0,0,0,33999,34997,36030,36740,37469,38254,1867,1900,1610,1339,1387,1395,1
190000,2,2,1,35,0,0,0,0,0,0,187777,189420,192058,185995,188649,190700,8300,8900,6700,6699,7400,6900,0
230000,1,2,2,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180000,2,1,2,30,0,0,0,0,0,0,173094,131039,132269,144990,152632,155935,7000,4900,15000,10000,6000,6500,0
200000,2,2,1,41,0,0,0,0,0,0,6981,678,1287,54531,55229,56836,1000,1350,54531,2200,2500,2300,0
210000,2,1,2,31,0,0,0,0,0,0,140839,119171,119680,118070,111841,111716,4500,6000,5102,5000,5000,4000,0
160000,1,2,2,27,0,0,0,0,0,0,390,390,390,0,780,390,390,390,0,1170,0,540,0
240000,1,1,2,28,0,0,0,0,0,0,134245,137044,138197,140983,138214,141187,4967,4916,4982,5017,5272,5200,0
80000,2,3,3,37,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0
240000,2,2,2,35,0,0,0,0,0,0,15750,12891,0,0,0,0,1005,0,0,0,0,0,0
280000,1,2,1,43,0,0,0,0,0,0,149803,131171,132165,133948,133070,135089,6150,6256,6275,5012,5363,4000,0
200000,2,1,2,30,0,0,0,0,0,0,4800,2040,5961,1829,1652,584,2040,5961,1829,1652,584,5430,0
200000,1,2,2,27,0,0,0,0,0,0,1990,2035,1577,2424,671,1606,2035,1577,2424,671,1606,27124,1
200000,1,2,2,28,0,0,0,0,0,0,162439,92626,73816,79033,79539,80584,4000,3000,6500,3013,5000,3000,0
210000,1,2,2,27,1,0,2,0,0,0,0,628,232,1067,-27,-27,628,0,1000,0,0,0,0
500000,1,1,1,45,0,0,0,0,0,0,140,94,39,44,0,0,94,39,44,0,0,790,0
410000,2,1,2,30,0,0,0,0,0,0,6972,3188,15106,15313,10959,8341,3188,15106,6000,0,8341,17331,0
250000,1,2,2,24,1,0,0,0,0,0,0,0,1859,3582,18717,20213,0,1859,2628,41000,3000,2000,0
210000,2,2,2,38,0,0,0,0,0,0,1026,3751,4366,5602,21034,1026,3751,4366,5602,21034,1026,1026,0
200000,2,1,1,44,0,0,0,0,0,0,26814,367,0,0,561,3854,368,0,0,561,3878,3,0
300000,1,3,2,34,0,0,0,0,0,0,4741,3767,10436,9650,4198,0,3767,10436,9856,4198,0,0,0
200000,2,2,1,37,1,2,0,0,0,0,7841,7569,9282,10155,12470,13571,0,2000,1155,2470,1265,0,0
330000,2,1,2,31,0,0,0,0,0,0,37426,40497,63646,39894,39860,39392,5000,3300,3195,3000,1120,3000,0
360000,1,1,1,43,0,0,0,0,0,0,30769,13532,840,68110,55905,42239,13952,864,124037,1679,1163,1126,0
180000,2,2,2,35,0,0,0,0,0,0,-117,2573,-77,-77,1823,227,2690,0,0,1900,230,0,0
170000,2,1,2,34,1,0,0,0,0,0,0,5010,7912,12517,14151,12157,5010,3000,5000,3020,5000,5000,0
360000,2,2,1,34,0,0,0,0,0,0,9561,5866,1297,0,0,0,1166,1297,0,0,0,444,0
350000,2,2,1,35,0,0,0,0,0,0,83379,26305,26858,40098,10855,-2,26436,26921,40098,10855,2,0,0
360000,1,1,1,46,0,0,0,0,0,0,92961,76243,51722,-8,-8,-16,10125,13092,0,0,0,0,0
170000,1,1,1,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350000,2,1,2,31,0,0,0,0,0,0,314747,322981,326921,210500,201775,171242,15000,12127,9557,8000,6500,7000,0
160000,1,2,1,39,0,0,0,2,2,0,34171,34939,38038,38683,37764,39053,1639,3683,1564,0,2053,3228,1
240000,2,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,1,2,1,28,0,0,0,0,0,0,231357,233543,99033,237008,184695,185116,10000,7000,237008,6488,6605,6800,0
300000,1,3,1,40,0,0,0,0,0,0,39883,42349,44095,46502,47578,48959,3000,2600,3000,2000,2000,2000,0
460000,1,1,1,51,1,2,0,0,0,0,179442,158458,145081,130967,118659,15322,4,7506,5024,2572,2005,21559,0
230000,1,4,2,40,2,2,2,0,0,0,119730,120912,111819,93007,92122,61583,5000,0,3700,3986,2900,1057,0
160000,1,3,1,46,0,0,0,0,0,0,1672,766,762,762,762,762,766,762,762,762,762,762,0
430000,2,1,2,29,0,0,0,0,0,0,67336,53400,52214,32386,32848,28557,3261,3051,1199,2000,2000,140908,0
360000,1,1,2,35,0,0,0,0,0,0,2010,2936,640,0,0,4750,2936,640,0,0,4750,1470,0
190000,1,2,2,33,0,0,0,0,0,0,176028,166336,162100,155584,157988,154366,7063,8004,5500,7000,6000,5000,0
380000,1,2,2,37,0,0,0,0,0,0,2302,7281,2686,2281,5760,9239,7500,2700,2300,6000,6000,3000,0
210000,2,2,2,30,0,0,0,0,0,0,1654,33257,34395,35321,36249,37047,32000,2000,1500,1500,1400,1600,0
20000,2,1,2,24,0,0,0,0,0,0,3305,2296,14059,9140,1073,500,2296,14777,9140,1073,500,0,1
280000,2,2,2,33,1,0,0,0,0,0,0,0,0,0,0,35833,0,0,0,0,35833,1500,0
200000,2,2,2,33,0,0,0,0,0,0,11253,12852,14024,14512,16325,11905,2000,1322,2000,2000,1200,3000,0
630000,2,2,2,41,0,0,0,0,0,0,12137,6500,6500,6500,6500,2870,1000,6500,6500,6500,2870,0,0
320000,2,2,1,39,0,0,0,0,0,0,42442,3336,7210,6091,24641,30005,3336,7210,6091,24641,30000,5645,0
320000,2,2,1,31,0,0,0,0,0,0,2437,3490,4529,5548,6450,7342,1100,1100,1100,1000,1000,8000,0
200000,1,1,1,34,0,0,0,0,0,0,5023,618,605,3098,805,2154,621,608,3114,1003,2164,1210,0
180000,2,1,2,36,0,0,0,0,0,0,10737,21197,11936,40420,9210,17795,21197,11936,40420,9210,17795,6915,0
50000,2,3,2,25,0,0,2,2,2,0,41641,44434,45916,46566,45516,46484,3500,2500,1700,0,1700,3900,1
240000,1,2,1,48,0,0,0,0,0,0,236767,236769,238769,235603,233374,230897,8622,8922,8519,8499,8418,8420,0
340000,2,2,1,45,0,0,0,0,0,0,284099,286067,290374,5329,5029,7079,11000,10005,5336,5036,38592,4448,0
240000,2,3,2,36,0,0,0,0,0,0,236267,239009,193335,194976,197168,196918,9000,7500,7000,6622,17150,20000,1
200000,2,2,3,57,0,0,0,0,0,0,79761,79515,80592,86216,88071,90842,3500,3000,7000,3400,4400,6500,0
330000,2,2,2,36,0,0,0,0,0,0,257156,257576,256014,245244,239441,242025,10037,10109,10053,10014,9001,9001,0
350000,1,1,1,37,0,0,0,0,0,0,916,1123,604,4523,617,1902,1133,607,4545,620,1911,4690,0
390000,2,2,2,39,0,0,0,0,0,0,27918,3115,278505,288000,264214,266704,3145,278505,15000,9310,10000,9702,0
210000,2,3,1,32,0,0,0,0,0,0,1406,0,712,1025,4584,0,0,712,1000,4000,0,821,0
300000,1,2,2,28,0,0,0,0,0,0,293498,299066,295173,286885,287816,294383,13007,11067,10026,10500,11080,10500,0
390000,2,1,2,53,0,0,0,0,0,0,30400,34756,29530,27620,32364,34041,5000,5000,5000,5000,5000,1161,0
180000,1,1,2,27,0,0,0,0,0,0,29735,24414,18300,16908,37319,34978,19000,5000,10009,22000,20000,15000,0
240000,2,2,1,35,0,2,0,0,0,0,528,264,264,264,264,414,0,264,264,264,414,264,1
260000,2,3,1,48,0,0,0,0,0,0,97908,84773,70259,58341,58730,52789,2980,2338,1911,5014,5004,2007,0
270000,2,2,2,34,0,0,0,0,0,0,131310,123737,115927,106350,98365,89909,6000,5700,3800,3700,3300,3100,0
230000,1,1,1,32,1,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,150,990,1
190000,2,1,1,43,0,0,0,0,0,0,1675,4873,3468,27395,0,148120,4873,3472,27403,0,148120,6546,0
260000,1,1,1,40,0,0,0,0,0,0,22325,27508,3923,9059,3360,3657,7590,3945,31086,3377,3667,493,0
360000,2,2,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
210000,1,3,2,48,0,0,0,0,0,0,85107,83658,73664,38405,38395,5062,33658,30003,1000,38395,5062,13061,0
230000,2,2,2,30,0,0,0,0,0,0,0,63508,59835,60963,59337,71089,63508,2300,2200,2200,25000,2400,0
230000,2,2,2,38,0,0,0,0,0,0,104364,106549,108719,111039,113365,115625,3867,3941,4123,4267,4300,4084,0
360000,2,2,1,39,0,0,0,0,0,0,4201,0,0,0,0,0,0,0,0,0,0,0,1
360000,1,2,1,26,0,0,0,0,0,0,0,2500,0,0,0,0,2500,0,0,0,0,0,0
340000,1,1,2,35,0,0,0,0,0,0,842,2865,-22,7569,797,1211,2873,0,7591,799,1214,18309,0
500000,1,1,2,29,0,0,0,0,0,0,8898,1276,24031,41305,5405,32310,1283,24174,41306,5455,36914,12457,0
360000,2,1,2,26,1,0,0,0,0,0,-200,-200,0,3000,0,0,0,200,3000,0,0,0,1
320000,1,2,2,29,0,0,0,0,0,0,324693,321110,325024,322246,297637,301575,11650,12500,11900,10503,10886,10040,0
240000,1,2,1,38,2,2,0,0,0,0,7123,6848,836,2508,1672,836,836,836,2508,0,0,563,1
350000,2,1,2,33,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,940,0
380000,2,2,2,30,0,0,0,0,0,0,305489,299641,256345,258936,228387,203931,11687,12160,12434,8651,8531,6974,0
290000,1,2,1,30,0,0,0,0,0,0,8452,7718,237648,236463,146420,148600,7728,237648,8900,5300,5541,4700,0
180000,1,2,2,25,2,2,2,0,0,0,10022,12847,12351,12350,12608,12892,3000,0,500,455,491,500,1
260000,1,1,1,45,0,0,0,0,0,0,21480,25791,31654,35784,40726,45923,5000,6781,5000,6452,6696,6892,0
220000,1,1,2,32,0,0,0,0,0,0,13596,34661,29084,31770,3322,32528,34661,11000,31770,3322,32528,139961,0
220000,2,1,2,36,0,0,0,0,0,0,122,104,2635,2460,859,2784,104,2653,2472,859,2784,2287,0
230000,2,4,2,26,1,0,2,0,0,0,0,500,500,624,1090,2952,500,0,624,1090,2952,1505,0
200000,2,1,2,31,0,0,0,0,0,0,6024,2180,2750,0,1060,2000,2180,2750,0,1060,2000,1060,0
270000,2,2,1,28,0,0,0,0,0,0,1459,-702,1900,7518,57765,59377,12,5011,8049,53008,5004,7000,0
200000,2,2,2,29,0,0,0,0,0,0,779,860,496,2755,2048,2318,860,496,2763,2048,2318,3311,0
320000,1,2,1,37,0,0,0,0,0,0,367670,374631,348144,311004,254598,227869,13200,13006,11500,9000,10000,8000,1
180000,2,3,2,45,0,0,0,2,0,0,76942,77952,80269,66855,67128,67257,4003,5603,3,2504,2511,3021,0
340000,2,1,2,36,0,0,0,0,0,0,3474,1974,2774,43824,11308,3540,1974,2774,43831,11308,0,824,0
500000,2,1,2,41,0,0,0,0,0,0,2345,3595,1537,360,0,785,3595,1537,363,0,785,0,1
220000,1,1,2,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,2,1,2,25,0,0,2,0,0,2,7026,10080,3254,1443,7105,2929,10080,0,1443,7105,0,5253,0
290000,1,3,2,32,0,0,0,0,0,0,1520,1200,0,1000,28661,8976,1200,0,1000,9948,8974,175000,0
420000,1,1,2,33,1,2,2,0,0,0,170146,9771,0,24683,23702,46093,0,20,24683,752,30002,1056,0
180000,2,1,2,27,0,0,0,0,0,0,12275,6491,37424,0,5758,18091,6491,37433,0,5758,18000,1000,0
420000,1,1,2,32,0,0,0,0,0,0,1100,1183,2736,0,0,0,1183,2736,0,0,0,0,0
160000,1,1,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260000,2,2,2,28,0,0,0,0,0,0,500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,0
290000,2,2,2,34,0,0,0,0,0,0,310403,315048,314085,317631,315820,305498,12012,12012,11016,11088,12031,12031,0
290000,1,1,1,47,0,0,0,0,0,0,3700,18019,4516,8140,59512,2716,18035,4516,8140,59512,2716,3516,0
440000,1,1,1,37,0,0,0,0,0,0,4330,8369,16786,396,600,3596,8369,16786,396,600,3596,4095,0
240000,1,3,1,50,0,0,0,0,0,0,140233,134223,130372,128921,120048,121292,4754,4873,5033,4204,4509,5009,0
230000,1,2,1,60,0,0,0,0,0,0,131550,132114,133281,123958,124474,120570,6057,4845,4291,4115,4274,4054,0
200000,1,2,1,40,0,0,0,0,0,0,93700,95991,15040,14074,14758,15442,4512,2010,1000,1000,1000,0,0
200000,2,2,1,29,0,0,0,0,0,0,73700,73624,73928,72060,72393,72969,3304,3815,3004,3006,4012,3012,0
340000,2,1,2,27,0,0,0,0,0,0,172180,180140,166281,155628,145645,103263,21105,5461,5000,5849,2732,50000,0
450000,1,2,1,66,0,0,0,0,0,0,-81,15029,-1318,-9157,-20753,-22680,15110,40,258,9,23,27,0
240000,1,2,2,25,2,0,0,0,0,0,178878,181717,165662,144277,112210,116047,6095,4729,5682,5500,5000,16290,1
470000,2,1,2,35,0,0,0,0,0,0,37342,39348,43806,48213,52585,56883,2500,5000,5000,5000,5000,5000,0
200000,2,1,2,32,0,0,0,0,2,0,219146,212111,206307,204787,195475,191626,7950,7700,11800,4000,10000,10000,0
230000,2,4,2,47,0,0,0,2,0,0,8394,5743,1336,255,5425,4838,5743,1598,0,5425,4838,3840,0
360000,1,1,1,44,0,0,0,0,0,0,333549,342782,340216,344545,140386,144042,15047,15000,14000,5008,10055,30015,0
300000,2,2,1,30,0,2,0,0,0,0,10940,10104,1610,2749,155,3167,0,1610,2768,155,3167,435,0
190000,1,1,2,33,0,0,0,0,0,0,546,1213,15571,14625,28520,24920,1213,15571,0,28520,0,0,0
160000,2,3,1,44,0,0,0,2,2,2,6061,1594,2904,2313,2753,2191,2000,3037,0,1000,0,5000,0
180000,1,1,2,29,0,0,0,0,0,2,183887,93962,95955,98354,105327,107500,4000,3500,4000,8600,4000,0,0
220000,2,1,1,26,0,0,0,0,0,0,52593,65221,73395,81697,57517,58920,15000,10000,10000,5000,1776,10000,0
400000,1,3,1,53,0,0,0,0,0,0,15090,17934,21264,29811,58472,101092,4004,5002,10004,70001,84003,20000,0
200000,2,1,2,32,0,0,0,0,0,0,14254,19902,17822,15022,13051,10790,10000,2000,1000,2000,1790,1000,0
180000,1,3,1,30,0,0,0,0,0,0,56951,57941,58994,60047,61389,63048,2100,2150,2200,2500,3000,1000,0
500000,1,1,1,50,0,0,0,0,0,0,197004,202740,203537,167013,169395,171648,20000,15000,15000,15000,15000,15000,0
330000,1,2,1,42,0,0,0,0,0,0,870,0,870,0,435,435,0,870,0,435,435,435,0
240000,1,3,2,41,0,0,0,0,0,0,218435,205981,187258,189435,145032,147370,5778,17020,5268,4179,4903,4236,0
260000,1,2,2,28,0,0,0,0,0,0,234867,237497,215343,205576,207688,198955,10500,9150,7500,8000,7500,7100,0
210000,2,3,1,53,0,0,0,0,0,0,57192,58472,59658,60466,61593,65163,2800,2753,2400,2255,4767,0,0
160000,2,2,1,42,0,0,0,0,0,0,34186,35186,36512,36382,37105,38034,1569,1895,1606,1329,1528,1600,0
210000,2,2,1,35,0,0,0,0,0,0,37148,35754,34232,32331,30337,28012,2000,2000,2444,1342,1038,2000,0
200000,1,2,1,32,0,0,0,0,0,0,3254,1988,2780,3107,6687,24524,1998,2795,3117,6700,24538,2797,0
290000,1,3,1,50,0,0,0,0,0,0,62381,32320,22528,10502,82823,52624,1778,1565,212,82902,2008,1177,0
290000,2,1,1,38,0,0,0,0,0,0,3613,14708,7209,14912,45473,15095,14718,7420,15118,45473,15095,8908,0
290000,2,3,1,43,0,0,0,0,0,0,1994,390,390,390,390,780,390,390,390,390,780,568,0
160000,1,1,2,33,2,2,2,2,2,2,101430,103870,106719,107485,108326,110635,5000,6000,4000,4100,4200,4200,0
340000,1,1,1,42,0,0,0,0,2,0,13454,14544,-2429,10300,3630,3577,15074,528,15303,13,3615,6765,0
200000,1,1,1,44,0,0,0,0,2,0,66689,65515,49492,51802,38896,36436,2362,1706,4185,15,1537,1064,0
210000,2,1,2,34,0,0,0,0,0,0,5081,4053,3853,3942,2338,1767,4055,3856,3945,2338,1767,0,0
420000,1,4,2,36,1,0,0,0,0,0,944,1819,1133,10415,7792,-3,1819,1143,10429,194,556,0,0
170000,1,1,1,44,1,2,0,0,0,0,84947,78724,68387,51511,33939,34330,2000,2000,3057,2000,5000,2000,1
300000,1,3,1,57,1,0,0,0,0,0,0,176,1269,11347,369,860,176,1269,11347,369,860,0,0
340000,1,1,2,29,0,0,0,0,0,0,44855,331641,331334,286660,263505,268256,300039,13214,12005,13005,10011,12005,0
240000,2,1,2,31,2,0,0,0,0,0,179483,183151,185490,189351,193115,197445,8151,6790,6951,6915,7445,7248,1
360000,1,1,1,49,1,0,0,0,0,0,-3,630,1019,320,5817,907,633,1030,321,5846,911,6965,0
500000,2,3,2,40,0,0,0,0,0,0,264961,237006,139311,128095,181304,219929,20078,30141,30000,60000,50000,30000,0
80000,2,2,2,24,0,0,0,0,0,0,19167,10192,7241,3261,6264,891,3000,2005,3261,3003,891,2070,0
360000,2,3,2,29,0,0,0,0,0,0,3307,0,0,0,0,1131,0,0,0,0,1131,3409,0
240000,1,2,2,35,0,0,0,0,0,0,8602,18703,643,11455,1326,663,18718,646,11478,1329,3,1322,0
180000,1,2,1,30,0,0,0,0,0,0,375,375,375,750,375,399,375,375,750,0,399,399,1
330000,1,3,2,48,1,0,0,0,0,0,0,571,0,11942,300,-200,571,0,11942,300,0,0,0
310000,2,1,2,29,0,0,0,0,0,0,976,-7,-7,-7,1440,3079,0,0,0,1447,3094,0,0
230000,2,3,1,70,0,0,0,0,0,0,183500,147525,147391,149904,151816,103443,7000,5500,7000,6066,4000,5000,1
120000,2,2,2,27,0,0,2,0,0,0,1066,5079,2528,4007,7457,2819,5079,0,4007,7457,2819,8638,0
210000,1,1,1,38,0,0,0,0,0,0,81582,82768,654,628,302,476,4000,1584,300,0,500,476,0
220000,1,2,1,30,0,0,0,0,0,2,15746,17537,14856,35705,25649,5018,16780,14469,35278,4647,19,8438,0
310000,1,2,1,36,0,0,0,0,0,0,32782,33587,39572,44598,50570,64916,11406,10773,10819,15766,20645,5000,0
220000,1,2,2,29,0,0,0,0,0,0,122286,122839,123035,114385,115903,118528,5008,5007,6007,5000,4700,5503,0
190000,2,1,2,40,0,0,0,0,0,0,122308,124332,126944,130606,131120,133774,4445,5000,6171,4536,5150,5000,0
230000,2,2,1,36,0,0,0,2,0,0,3745,4632,4979,631,1635,10244,3000,2023,0,1004,10019,1141,0
500000,2,2,1,36,0,0,0,0,0,0,261502,286708,311641,326298,270968,315889,30000,30000,20507,50000,50047,20413,0
260000,1,1,1,43,1,0,2,0,0,0,-10,5172,2800,3804,5009,3035,5182,9,2998,5034,3050,2965,0
250000,1,1,2,56,0,0,0,0,0,0,777,-3,772,-8,-8,1726,0,775,0,0,1734,0,0
210000,2,2,2,53,0,0,0,0,0,0,390,390,390,390,390,390,390,390,390,390,390,390,1
220000,2,2,1,38,2,0,0,0,0,0,166513,163731,167204,169009,169554,178683,7400,7600,6100,6205,12000,7500,0
330000,2,1,2,30,0,0,0,0,0,0,5014,59970,18585,13835,45476,25125,60207,18585,13835,45476,25125,21370,0
180000,2,2,2,29,0,0,0,0,0,0,4000,6028,6028,3996,9062,3997,6028,6028,3996,9066,3997,6992,0
360000,1,2,2,31,0,0,0,0,0,0,281600,281178,265549,244053,239088,193401,14128,11208,6554,7248,7122,6144,1
200000,2,1,2,27,0,0,0,0,0,0,134,0,0,0,101,0,0,0,0,101,0,0,0
230000,1,3,1,48,0,0,2,0,0,0,20271,21979,20924,20881,21262,21469,5034,0,2000,2000,2000,2000,0
350000,2,2,2,33,0,0,0,0,0,0,187649,141353,142923,145149,132948,85677,5100,5400,6100,6000,3200,3100,0
270000,1,2,1,39,0,0,0,0,0,0,110917,114809,113771,103023,108340,96962,7005,6039,3367,20033,3486,3566,0
180000,2,2,1,27,1,0,0,0,0,0,0,376,0,390,698,636,376,0,390,698,636,456,0
200000,1,2,2,28,0,0,0,0,0,0,29804,30892,25355,21666,15404,11559,20044,10198,15083,15450,11593,18784,0
220000,2,1,2,29,1,0,0,0,0,0,0,3003,2646,1125,0,3455,3003,2646,1125,0,3455,1000,0
160000,2,2,1,27,0,0,0,0,0,0,31666,31865,32691,31490,28324,30798,3000,3000,3000,3000,3000,3000,0
180000,1,1,2,33,0,0,0,0,0,0,2217,0,8264,0,3278,0,0,8264,0,3278,0,4646,0
160000,1,2,2,31,0,0,0,0,0,0,24645,24956,25819,25754,25898,25925,1420,1699,1050,1104,1041,1000,0
170000,2,2,2,27,0,0,0,0,0,0,162671,166202,161973,167201,161327,171863,7500,6000,10000,7000,16000,6200,0
500000,2,1,2,46,0,0,0,0,0,0,20614,18050,15341,15985,1147,5492,5001,3007,8000,1147,5492,3000,0
200000,1,1,2,28,0,0,0,0,0,0,220343,214375,201917,161221,162438,157415,7000,8016,5000,12000,6000,7000,0
340000,1,1,2,36,0,0,0,0,0,0,11951,16332,20391,22104,26361,34333,5000,5012,5000,5006,10010,10000,0
500000,2,3,2,35,0,0,0,0,0,0,1900,1489,1989,1200,1451,548,1489,1989,1200,1451,548,1048,1
360000,2,1,2,35,0,0,0,0,0,0,1475,13466,17584,17354,37703,22490,14200,17631,17741,25203,10000,216,0
170000,2,1,1,38,0,0,0,0,0,0,5910,0,0,0,0,3001,0,0,0,0,3001,9436,0
300000,1,2,1,29,0,0,0,0,0,0,8857,8102,12214,27299,0,0,3000,5000,21312,0,0,0,0
300000,2,1,2,31,0,0,0,0,0,0,7834,1086,316,316,316,316,1093,316,316,316,316,316,1
350000,2,1,1,33,0,0,0,0,0,0,6016,4322,5568,9571,6370,9674,4348,5596,9632,6402,9722,24086,0
50000,2,3,1,45,0,0,0,0,0,0,20080,18866,21549,26163,26684,27753,1317,3000,5000,956,1500,3000,0
330000,2,1,1,36,1,0,0,0,0,0,0,0,0,469,150,3661,0,0,469,150,3661,3800,0
200000,2,1,2,28,0,0,0,0,0,0,105051,99648,144932,134530,129395,124561,32000,60000,6305,4300,4500,4500,0
50000,2,2,1,30,0,2,0,0,0,0,4959,423,3139,2464,6170,0,0,6024,5428,6170,0,0,0
460000,1,2,1,37,0,0,0,0,0,0,66935,76719,74537,70481,85204,93194,13039,5036,5015,20005,10007,28004,0
200000,1,4,1,66,0,0,0,0,0,0,143994,102211,54762,55858,56338,57360,4767,2573,2604,1997,2228,2094,0
240000,2,2,2,35,0,0,0,0,0,0,227457,232729,223431,226361,223508,238587,9000,10000,8000,9000,19000,9000,0
500000,2,2,1,49,0,0,0,0,0,0,3645,2744,1000,16639,7081,0,2744,1005,16639,142,0,10220,0
320000,1,1,1,49,0,0,0,0,0,0,253286,246536,194663,70074,5856,195599,10358,10000,75940,20000,195599,50000,0
300000,1,2,1,40,0,0,0,0,0,0,15876,4347,0,2208,2475,7580,4347,0,2208,2475,7580,0,0
260000,2,2,2,45,0,0,0,0,0,0,207977,207713,197120,198815,201007,205181,9000,7009,7000,8000,8000,8000,0
160000,2,2,2,38,0,0,0,0,0,0,0,0,0,68600,70000,0,0,0,68600,1400,0,0,0
360000,1,1,1,37,0,0,0,0,0,0,-40,8147,1564,4941,2666,588,8187,1571,4965,2679,590,529,0
20000,1,2,2,33,0,0,0,0,0,0,14765,6371,4150,988,390,1935,1000,4150,988,390,1935,1316,0
190000,1,1,2,36,1,2,2,2,2,2,105418,107689,109678,110887,111871,114223,5500,5200,4500,4300,4300,4400,1
180000,2,3,2,42,0,0,0,0,0,0,102826,102646,82849,78064,73437,108072,5011,5006,5000,5005,42500,3000,0
280000,2,2,1,27,0,0,0,0,0,0,747,0,5737,922,107,980,0,5737,922,107,980,648,0
270000,2,2,2,28,0,0,0,0,0,0,38875,38589,27846,21787,16429,5488,6000,2000,1200,330,2000,8258,0
400000,1,1,2,32,0,0,0,0,0,0,3919,-8477,247784,258900,225614,228219,0,258900,20170,17000,10000,10000,0
200000,1,2,2,29,0,0,2,2,2,2,145090,151564,115836,122359,122588,119266,12000,0,10000,5000,0,6000,0
290000,2,1,1,30,0,0,0,0,0,0,216328,218435,218783,158215,69234,71560,8000,8600,6700,2600,3500,0,0
380000,1,2,1,43,0,0,0,0,0,0,195221,188328,192624,149860,59256,61039,8000,8263,7127,4000,3000,2500,0
230000,2,1,1,41,0,0,0,0,0,0,54598,48568,43140,34039,26622,11891,1528,1538,1777,1160,1500,1000,0
320000,2,1,2,32,0,0,0,0,0,0,13720,20219,18087,5639,-41,5613,8015,1140,5639,0,5654,0,0
210000,2,1,1,30,1,0,0,0,0,0,0,820,718,424,631,843,820,718,424,631,843,0,0
180000,2,3,1,42,0,0,0,0,0,0,2069,2675,448,448,29926,5287,2675,448,0,29926,5287,10843,1
160000,2,2,1,34,0,0,0,0,0,0,51721,46381,25254,10740,50207,10298,2037,1000,10740,50207,10298,17413,0
220000,1,2,2,30,0,0,0,0,0,0,18301,20161,24621,17125,18378,1344,2026,10040,1000,1253,1350,4416,0
360000,2,2,2,27,0,0,0,0,0,0,214711,179651,139310,143215,168839,171153,10440,13360,6123,28002,6116,10056,0
160000,2,1,1,34,0,0,0,0,0,0,430,430,430,850,3350,4874,430,430,850,3350,4874,9858,0
320000,2,2,1,46,0,0,0,0,0,0,545,5590,8477,18428,119,9416,5590,8489,18443,0,9416,2328,0
390000,2,1,2,45,2,2,2,0,2,2,834,155,-1690,4240,3346,2698,1,1693,6940,7,1230,3,0
210000,2,2,1,35,0,0,0,0,0,0,25806,5861,1666,1010,300,300,1035,1666,1010,300,0,4817,0
180000,2,3,3,40,0,0,0,0,0,0,30712,27597,25427,21230,17357,13303,1774,3000,892,1000,620,440,0
360000,2,1,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,1,3,2,42,0,0,0,0,0,0,159362,227686,177380,126645,128877,121803,146282,7005,4601,5000,5300,6100,0
220000,1,1,1,48,2,0,0,0,0,0,1480,9202,26390,13007,7387,20018,9202,26390,13007,0,20018,14661,0
420000,2,1,1,44,1,2,0,0,0,0,35545,34332,35097,33025,36945,37276,6,3016,1846,5005,2005,1462,0
210000,1,2,2,39,0,0,0,0,0,0,33459,35911,40288,42605,43870,13750,3000,5000,3000,2000,1000,12000,0
360000,2,1,1,48,1,0,0,0,0,0,491,3670,-114,-200,-200,-200,3700,0,0,0,0,0,1
500000,2,1,2,30,1,0,2,0,0,0,17144,2447,1221,1157,1133,2107,3678,6,1162,1133,1010,5,0
310000,2,1,2,27,0,0,0,0,0,0,1000,304,1852,2587,8441,14761,152,1868,2587,8441,14761,3418,0
